date,link,questionFrontendId,titleSlug,title,difficulty,isPaidOnly,topicTags
22/09/2020,https://leetcode.com/problems/majority-element-ii/,229,majority-element-ii,Majority Element II,Medium,,"Array, Hash Table, Sorting, Counting"
23/09/2020,https://leetcode.com/problems/gas-station/,134,gas-station,Gas Station,Medium,,"Array, Greedy"
24/09/2020,https://leetcode.com/problems/find-the-difference/,389,find-the-difference,Find the Difference,Easy,,"Hash Table, String, Bit Manipulation, Sorting"
25/09/2020,https://leetcode.com/problems/largest-number/,179,largest-number,Largest Number,Medium,,"Array, String, Greedy, Sorting"
26/09/2020,https://leetcode.com/problems/teemo-attacking/,495,teemo-attacking,Teemo Attacking,Easy,,"Array, Simulation"
27/09/2020,https://leetcode.com/problems/evaluate-division/,399,evaluate-division,Evaluate Division,Medium,,"Array, String, Depth-First Search, Breadth-First Search, Union Find, Graph, Shortest Path"
28/09/2020,https://leetcode.com/problems/subarray-product-less-than-k/,713,subarray-product-less-than-k,Subarray Product Less Than K,Medium,,"Array, Binary Search, Sliding Window, Prefix Sum"
29/09/2020,https://leetcode.com/problems/word-break/,139,word-break,Word Break,Medium,,"Array, Hash Table, String, Dynamic Programming, Trie, Memoization"
30/09/2020,https://leetcode.com/problems/first-missing-positive/,41,first-missing-positive,First Missing Positive,Hard,,"Array, Hash Table"
01/10/2020,https://leetcode.com/problems/number-of-recent-calls/,933,number-of-recent-calls,Number of Recent Calls,Easy,,"Design, Queue, Data Stream"
02/10/2020,https://leetcode.com/problems/combination-sum/,39,combination-sum,Combination Sum,Medium,,"Array, Backtracking"
03/10/2020,https://leetcode.com/problems/k-diff-pairs-in-an-array/,532,k-diff-pairs-in-an-array,K-diff Pairs in an Array,Medium,,"Array, Hash Table, Two Pointers, Binary Search, Sorting"
04/10/2020,https://leetcode.com/problems/remove-covered-intervals/,1288,remove-covered-intervals,Remove Covered Intervals,Medium,,"Array, Sorting"
05/10/2020,https://leetcode.com/problems/complement-of-base-10-integer/,1009,complement-of-base-10-integer,Complement of Base 10 Integer,Easy,,Bit Manipulation
06/10/2020,https://leetcode.com/problems/insert-into-a-binary-search-tree/,701,insert-into-a-binary-search-tree,Insert into a Binary Search Tree,Medium,,"Tree, Binary Search Tree, Binary Tree"
07/10/2020,https://leetcode.com/problems/rotate-list/,61,rotate-list,Rotate List,Medium,,"Linked List, Two Pointers"
08/10/2020,https://leetcode.com/problems/binary-search/,704,binary-search,Binary Search,Easy,,"Array, Binary Search"
09/10/2020,https://leetcode.com/problems/serialize-and-deserialize-bst/,449,serialize-and-deserialize-bst,Serialize and Deserialize BST,Medium,,"String, Tree, Depth-First Search, Breadth-First Search, Design, Binary Search Tree, Binary Tree"
10/10/2020,https://leetcode.com/problems/minimum-number-of-arrows-to-burst-balloons/,452,minimum-number-of-arrows-to-burst-balloons,Minimum Number of Arrows to Burst Balloons,Medium,,"Array, Greedy, Sorting"
11/10/2020,https://leetcode.com/problems/remove-duplicate-letters/,316,remove-duplicate-letters,Remove Duplicate Letters,Medium,,"String, Stack, Greedy, Monotonic Stack"
12/10/2020,https://leetcode.com/problems/buddy-strings/,859,buddy-strings,Buddy Strings,Easy,,"Hash Table, String"
13/10/2020,https://leetcode.com/problems/sort-list/,148,sort-list,Sort List,Medium,,"Linked List, Two Pointers, Divide and Conquer, Sorting, Merge Sort"
14/10/2020,https://leetcode.com/problems/house-robber-ii/,213,house-robber-ii,House Robber II,Medium,,"Array, Dynamic Programming"
15/10/2020,https://leetcode.com/problems/rotate-array/,189,rotate-array,Rotate Array,Medium,,"Array, Math, Two Pointers"
16/10/2020,https://leetcode.com/problems/search-a-2d-matrix/,74,search-a-2d-matrix,Search a 2D Matrix,Medium,,"Array, Binary Search, Matrix"
17/10/2020,https://leetcode.com/problems/repeated-dna-sequences/,187,repeated-dna-sequences,Repeated DNA Sequences,Medium,,"Hash Table, String, Bit Manipulation, Sliding Window, Rolling Hash, Hash Function"
18/10/2020,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iv/,188,best-time-to-buy-and-sell-stock-iv,Best Time to Buy and Sell Stock IV,Hard,,"Array, Dynamic Programming"
19/10/2020,https://leetcode.com/problems/minimum-domino-rotations-for-equal-row/,1007,minimum-domino-rotations-for-equal-row,Minimum Domino Rotations For Equal Row,Medium,,"Array, Greedy"
20/10/2020,https://leetcode.com/problems/clone-graph/,133,clone-graph,Clone Graph,Medium,,"Hash Table, Depth-First Search, Breadth-First Search, Graph"
21/10/2020,https://leetcode.com/problems/asteroid-collision/,735,asteroid-collision,Asteroid Collision,Medium,,"Array, Stack, Simulation"
22/10/2020,https://leetcode.com/problems/minimum-depth-of-binary-tree/,111,minimum-depth-of-binary-tree,Minimum Depth of Binary Tree,Easy,,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
23/10/2020,https://leetcode.com/problems/132-pattern/,456,132-pattern,132 Pattern,Medium,,"Array, Binary Search, Stack, Monotonic Stack, Ordered Set"
24/10/2020,https://leetcode.com/problems/bag-of-tokens/,948,bag-of-tokens,Bag of Tokens,Medium,,"Array, Two Pointers, Greedy, Sorting"
25/10/2020,https://leetcode.com/problems/stone-game-iv/,1510,stone-game-iv,Stone Game IV,Hard,,"Math, Dynamic Programming, Game Theory"
26/10/2020,https://leetcode.com/problems/champagne-tower/,799,champagne-tower,Champagne Tower,Medium,,Dynamic Programming
27/10/2020,https://leetcode.com/problems/linked-list-cycle-ii/,142,linked-list-cycle-ii,Linked List Cycle II,Medium,,"Hash Table, Linked List, Two Pointers"
28/10/2020,https://leetcode.com/problems/summary-ranges/,228,summary-ranges,Summary Ranges,Easy,,Array
29/10/2020,https://leetcode.com/problems/maximize-distance-to-closest-person/,849,maximize-distance-to-closest-person,Maximize Distance to Closest Person,Medium,,Array
30/10/2020,https://leetcode.com/problems/number-of-longest-increasing-subsequence/,673,number-of-longest-increasing-subsequence,Number of Longest Increasing Subsequence,Medium,,"Array, Dynamic Programming, Binary Indexed Tree, Segment Tree"
31/10/2020,https://leetcode.com/problems/recover-binary-search-tree/,99,recover-binary-search-tree,Recover Binary Search Tree,Medium,,"Tree, Depth-First Search, Binary Search Tree, Binary Tree"
01/11/2020,https://leetcode.com/problems/convert-binary-number-in-a-linked-list-to-integer/,1290,convert-binary-number-in-a-linked-list-to-integer,Convert Binary Number in a Linked List to Integer,Easy,,"Linked List, Math"
02/11/2020,https://leetcode.com/problems/insertion-sort-list/,147,insertion-sort-list,Insertion Sort List,Medium,,"Linked List, Sorting"
03/11/2020,https://leetcode.com/problems/consecutive-characters/,1446,consecutive-characters,Consecutive Characters,Easy,,String
04/11/2020,https://leetcode.com/problems/minimum-height-trees/,310,minimum-height-trees,Minimum Height Trees,Medium,,"Depth-First Search, Breadth-First Search, Graph, Topological Sort"
05/11/2020,https://leetcode.com/problems/minimum-cost-to-move-chips-to-the-same-position/,1217,minimum-cost-to-move-chips-to-the-same-position,Minimum Cost to Move Chips to The Same Position,Easy,,"Array, Math, Greedy"
06/11/2020,https://leetcode.com/problems/find-the-smallest-divisor-given-a-threshold/,1283,find-the-smallest-divisor-given-a-threshold,Find the Smallest Divisor Given a Threshold,Medium,,"Array, Binary Search"
07/11/2020,https://leetcode.com/problems/add-two-numbers-ii/,445,add-two-numbers-ii,Add Two Numbers II,Medium,,"Linked List, Math, Stack"
08/11/2020,https://leetcode.com/problems/binary-tree-tilt/,563,binary-tree-tilt,Binary Tree Tilt,Easy,,"Tree, Depth-First Search, Binary Tree"
09/11/2020,https://leetcode.com/problems/maximum-difference-between-node-and-ancestor/,1026,maximum-difference-between-node-and-ancestor,Maximum Difference Between Node and Ancestor,Medium,,"Tree, Depth-First Search, Binary Tree"
10/11/2020,https://leetcode.com/problems/flipping-an-image/,832,flipping-an-image,Flipping an Image,Easy,,"Array, Two Pointers, Bit Manipulation, Matrix, Simulation"
11/11/2020,https://leetcode.com/problems/valid-square/,593,valid-square,Valid Square,Medium,,"Math, Geometry"
12/11/2020,https://leetcode.com/problems/permutations-ii/,47,permutations-ii,Permutations II,Medium,,"Array, Backtracking, Sorting"
13/11/2020,https://leetcode.com/problems/populating-next-right-pointers-in-each-node/,116,populating-next-right-pointers-in-each-node,Populating Next Right Pointers in Each Node,Medium,,"Linked List, Tree, Depth-First Search, Breadth-First Search, Binary Tree"
14/11/2020,https://leetcode.com/problems/poor-pigs/,458,poor-pigs,Poor Pigs,Hard,,"Math, Dynamic Programming, Combinatorics"
15/11/2020,https://leetcode.com/problems/range-sum-of-bst/,938,range-sum-of-bst,Range Sum of BST,Easy,,"Tree, Depth-First Search, Binary Search Tree, Binary Tree"
16/11/2020,https://leetcode.com/problems/longest-mountain-in-array/,845,longest-mountain-in-array,Longest Mountain in Array,Medium,,"Array, Two Pointers, Dynamic Programming, Enumeration"
17/11/2020,https://leetcode.com/problems/mirror-reflection/,858,mirror-reflection,Mirror Reflection,Medium,,"Math, Geometry, Number Theory"
18/11/2020,https://leetcode.com/problems/merge-intervals/,56,merge-intervals,Merge Intervals,Medium,,"Array, Sorting"
19/11/2020,https://leetcode.com/problems/decode-string/,394,decode-string,Decode String,Medium,,"String, Stack, Recursion"
20/11/2020,https://leetcode.com/problems/search-in-rotated-sorted-array-ii/,81,search-in-rotated-sorted-array-ii,Search in Rotated Sorted Array II,Medium,,"Array, Binary Search"
21/11/2020,https://leetcode.com/problems/numbers-at-most-n-given-digit-set/,902,numbers-at-most-n-given-digit-set,Numbers At Most N Given Digit Set,Hard,,"Array, Math, String, Binary Search, Dynamic Programming"
22/11/2020,https://leetcode.com/problems/unique-morse-code-words/,804,unique-morse-code-words,Unique Morse Code Words,Easy,,"Array, Hash Table, String"
23/11/2020,https://leetcode.com/problems/house-robber-iii/,337,house-robber-iii,House Robber III,Medium,,"Dynamic Programming, Tree, Depth-First Search, Binary Tree"
24/11/2020,https://leetcode.com/problems/basic-calculator-ii/,227,basic-calculator-ii,Basic Calculator II,Medium,,"Math, String, Stack"
25/11/2020,https://leetcode.com/problems/smallest-integer-divisible-by-k/,1015,smallest-integer-divisible-by-k,Smallest Integer Divisible by K,Medium,,"Hash Table, Math"
26/11/2020,https://leetcode.com/problems/longest-substring-with-at-least-k-repeating-characters/,395,longest-substring-with-at-least-k-repeating-characters,Longest Substring with At Least K Repeating Characters,Medium,,"Hash Table, String, Divide and Conquer, Sliding Window"
27/11/2020,https://leetcode.com/problems/partition-equal-subset-sum/,416,partition-equal-subset-sum,Partition Equal Subset Sum,Medium,,"Array, Dynamic Programming"
28/11/2020,https://leetcode.com/problems/sliding-window-maximum/,239,sliding-window-maximum,Sliding Window Maximum,Hard,,"Array, Queue, Sliding Window, Heap (Priority Queue), Monotonic Queue"
29/11/2020,https://leetcode.com/problems/jump-game-iii/,1306,jump-game-iii,Jump Game III,Medium,,"Array, Depth-First Search, Breadth-First Search"
30/11/2020,https://leetcode.com/problems/the-skyline-problem/,218,the-skyline-problem,The Skyline Problem,Hard,,"Array, Divide and Conquer, Binary Indexed Tree, Segment Tree, Line Sweep, Heap (Priority Queue), Ordered Set"
01/12/2020,https://leetcode.com/problems/maximum-depth-of-binary-tree/,104,maximum-depth-of-binary-tree,Maximum Depth of Binary Tree,Easy,,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
02/12/2020,https://leetcode.com/problems/linked-list-random-node/,382,linked-list-random-node,Linked List Random Node,Medium,,"Linked List, Math, Reservoir Sampling, Randomized"
03/12/2020,https://leetcode.com/problems/increasing-order-search-tree/,897,increasing-order-search-tree,Increasing Order Search Tree,Easy,,"Stack, Tree, Depth-First Search, Binary Search Tree, Binary Tree"
04/12/2020,https://leetcode.com/problems/the-kth-factor-of-n/,1492,the-kth-factor-of-n,The kth Factor of n,Medium,,"Math, Number Theory"
05/12/2020,https://leetcode.com/problems/can-place-flowers/,605,can-place-flowers,Can Place Flowers,Easy,,"Array, Greedy"
06/12/2020,https://leetcode.com/problems/populating-next-right-pointers-in-each-node-ii/,117,populating-next-right-pointers-in-each-node-ii,Populating Next Right Pointers in Each Node II,Medium,,"Linked List, Tree, Depth-First Search, Breadth-First Search, Binary Tree"
07/12/2020,https://leetcode.com/problems/spiral-matrix-ii/,59,spiral-matrix-ii,Spiral Matrix II,Medium,,"Array, Matrix, Simulation"
08/12/2020,https://leetcode.com/problems/pairs-of-songs-with-total-durations-divisible-by-60/,1010,pairs-of-songs-with-total-durations-divisible-by-60,Pairs of Songs With Total Durations Divisible by 60,Medium,,"Array, Hash Table, Counting"
09/12/2020,https://leetcode.com/problems/binary-search-tree-iterator/,173,binary-search-tree-iterator,Binary Search Tree Iterator,Medium,,"Stack, Tree, Design, Binary Search Tree, Binary Tree, Iterator"
10/12/2020,https://leetcode.com/problems/valid-mountain-array/,941,valid-mountain-array,Valid Mountain Array,Easy,,Array
11/12/2020,https://leetcode.com/problems/remove-duplicates-from-sorted-array-ii/,80,remove-duplicates-from-sorted-array-ii,Remove Duplicates from Sorted Array II,Medium,,"Array, Two Pointers"
12/12/2020,https://leetcode.com/problems/smallest-subtree-with-all-the-deepest-nodes/,865,smallest-subtree-with-all-the-deepest-nodes,Smallest Subtree with all the Deepest Nodes,Medium,,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Binary Tree"
13/12/2020,https://leetcode.com/problems/burst-balloons/,312,burst-balloons,Burst Balloons,Hard,,"Array, Dynamic Programming"
14/12/2020,https://leetcode.com/problems/palindrome-partitioning/,131,palindrome-partitioning,Palindrome Partitioning,Medium,,"String, Dynamic Programming, Backtracking"
15/12/2020,https://leetcode.com/problems/squares-of-a-sorted-array/,977,squares-of-a-sorted-array,Squares of a Sorted Array,Easy,,"Array, Two Pointers, Sorting"
16/12/2020,https://leetcode.com/problems/validate-binary-search-tree/,98,validate-binary-search-tree,Validate Binary Search Tree,Medium,,"Tree, Depth-First Search, Binary Search Tree, Binary Tree"
17/12/2020,https://leetcode.com/problems/4sum-ii/,454,4sum-ii,4Sum II,Medium,,"Array, Hash Table"
18/12/2020,https://leetcode.com/problems/increasing-triplet-subsequence/,334,increasing-triplet-subsequence,Increasing Triplet Subsequence,Medium,,"Array, Greedy"
19/12/2020,https://leetcode.com/problems/cherry-pickup-ii/,1463,cherry-pickup-ii,Cherry Pickup II,Hard,,"Array, Dynamic Programming, Matrix"
20/12/2020,https://leetcode.com/problems/decoded-string-at-index/,880,decoded-string-at-index,Decoded String at Index,Medium,,"String, Stack"
21/12/2020,https://leetcode.com/problems/smallest-range-ii/,910,smallest-range-ii,Smallest Range II,Medium,,"Array, Math, Greedy, Sorting"
22/12/2020,https://leetcode.com/problems/balanced-binary-tree/,110,balanced-binary-tree,Balanced Binary Tree,Easy,,"Tree, Depth-First Search, Binary Tree"
23/12/2020,https://leetcode.com/problems/next-greater-element-iii/,556,next-greater-element-iii,Next Greater Element III,Medium,,"Math, Two Pointers, String"
24/12/2020,https://leetcode.com/problems/swap-nodes-in-pairs/,24,swap-nodes-in-pairs,Swap Nodes in Pairs,Medium,,"Linked List, Recursion"
25/12/2020,https://leetcode.com/problems/diagonal-traverse/,498,diagonal-traverse,Diagonal Traverse,Medium,,"Array, Matrix, Simulation"
26/12/2020,https://leetcode.com/problems/decode-ways/,91,decode-ways,Decode Ways,Medium,,"String, Dynamic Programming"
27/12/2020,https://leetcode.com/problems/jump-game-iv/,1345,jump-game-iv,Jump Game IV,Hard,,"Array, Hash Table, Breadth-First Search"
28/12/2020,https://leetcode.com/problems/reach-a-number/,754,reach-a-number,Reach a Number,Medium,,"Math, Binary Search"
29/12/2020,https://leetcode.com/problems/pseudo-palindromic-paths-in-a-binary-tree/,1457,pseudo-palindromic-paths-in-a-binary-tree,Pseudo-Palindromic Paths in a Binary Tree,Medium,,"Bit Manipulation, Tree, Depth-First Search, Breadth-First Search, Binary Tree"
30/12/2020,https://leetcode.com/problems/game-of-life/,289,game-of-life,Game of Life,Medium,,"Array, Matrix, Simulation"
31/12/2020,https://leetcode.com/problems/largest-rectangle-in-histogram/,84,largest-rectangle-in-histogram,Largest Rectangle in Histogram,Hard,,"Array, Stack, Monotonic Stack"
