date,link,questionFrontendId,titleSlug,title,difficulty,isPaidOnly,topicTags
15/05/2023,https://leetcode.com/problems/swapping-nodes-in-a-linked-list/,1721,swapping-nodes-in-a-linked-list,Swapping Nodes in a Linked List,Medium,,"Linked List, Two Pointers"
16/05/2023,https://leetcode.com/problems/swap-nodes-in-pairs/,24,swap-nodes-in-pairs,Swap Nodes in Pairs,Medium,,"Linked List, Recursion"
17/05/2023,https://leetcode.com/problems/maximum-twin-sum-of-a-linked-list/,2130,maximum-twin-sum-of-a-linked-list,Maximum Twin Sum of a Linked List,Medium,,"Linked List, Two Pointers, Stack"
18/05/2023,https://leetcode.com/problems/minimum-number-of-vertices-to-reach-all-nodes/,1557,minimum-number-of-vertices-to-reach-all-nodes,Minimum Number of Vertices to Reach All Nodes,Medium,,Graph
19/05/2023,https://leetcode.com/problems/is-graph-bipartite/,785,is-graph-bipartite,Is Graph Bipartite?,Medium,,"Depth-First Search, Breadth-First Search, Union Find, Graph"
20/05/2023,https://leetcode.com/problems/evaluate-division/,399,evaluate-division,Evaluate Division,Medium,,"Array, String, Depth-First Search, Breadth-First Search, Union Find, Graph, Shortest Path"
21/05/2023,https://leetcode.com/problems/shortest-bridge/,934,shortest-bridge,Shortest Bridge,Medium,,"Array, Depth-First Search, Breadth-First Search, Matrix"
22/05/2023,https://leetcode.com/problems/top-k-frequent-elements/,347,top-k-frequent-elements,Top K Frequent Elements,Medium,,"Array, Hash Table, Divide and Conquer, Sorting, Heap (Priority Queue), Bucket Sort, Counting, Quickselect"
23/05/2023,https://leetcode.com/problems/kth-largest-element-in-a-stream/,703,kth-largest-element-in-a-stream,Kth Largest Element in a Stream,Easy,,"Tree, Design, Binary Search Tree, Heap (Priority Queue), Binary Tree, Data Stream"
24/05/2023,https://leetcode.com/problems/maximum-subsequence-score/,2542,maximum-subsequence-score,Maximum Subsequence Score,Medium,,"Array, Greedy, Sorting, Heap (Priority Queue)"
25/05/2023,https://leetcode.com/problems/new-21-game/,837,new-21-game,New 21 Game,Medium,,"Math, Dynamic Programming, Sliding Window, Probability and Statistics"
26/05/2023,https://leetcode.com/problems/stone-game-ii/,1140,stone-game-ii,Stone Game II,Medium,,"Array, Math, Dynamic Programming, Prefix Sum, Game Theory"
27/05/2023,https://leetcode.com/problems/stone-game-iii/,1406,stone-game-iii,Stone Game III,Hard,,"Array, Math, Dynamic Programming, Game Theory"
28/05/2023,https://leetcode.com/problems/minimum-cost-to-cut-a-stick/,1547,minimum-cost-to-cut-a-stick,Minimum Cost to Cut a Stick,Hard,,"Array, Dynamic Programming, Sorting"
29/05/2023,https://leetcode.com/problems/design-parking-system/,1603,design-parking-system,Design Parking System,Easy,,"Design, Simulation, Counting"
30/05/2023,https://leetcode.com/problems/design-hashset/,705,design-hashset,Design HashSet,Easy,,"Array, Hash Table, Linked List, Design, Hash Function"
31/05/2023,https://leetcode.com/problems/design-underground-system/,1396,design-underground-system,Design Underground System,Medium,,"Hash Table, String, Design"
01/06/2023,https://leetcode.com/problems/shortest-path-in-binary-matrix/,1091,shortest-path-in-binary-matrix,Shortest Path in Binary Matrix,Medium,,"Array, Breadth-First Search, Matrix"
02/06/2023,https://leetcode.com/problems/detonate-the-maximum-bombs/,2101,detonate-the-maximum-bombs,Detonate the Maximum Bombs,Medium,,"Array, Math, Depth-First Search, Breadth-First Search, Graph, Geometry"
03/06/2023,https://leetcode.com/problems/time-needed-to-inform-all-employees/,1376,time-needed-to-inform-all-employees,Time Needed to Inform All Employees,Medium,,"Tree, Depth-First Search, Breadth-First Search"
04/06/2023,https://leetcode.com/problems/number-of-provinces/,547,number-of-provinces,Number of Provinces,Medium,,"Depth-First Search, Breadth-First Search, Union Find, Graph"
05/06/2023,https://leetcode.com/problems/check-if-it-is-a-straight-line/,1232,check-if-it-is-a-straight-line,Check If It Is a Straight Line,Easy,,"Array, Math, Geometry"
06/06/2023,https://leetcode.com/problems/can-make-arithmetic-progression-from-sequence/,1502,can-make-arithmetic-progression-from-sequence,Can Make Arithmetic Progression From Sequence,Easy,,"Array, Sorting"
07/06/2023,https://leetcode.com/problems/minimum-flips-to-make-a-or-b-equal-to-c/,1318,minimum-flips-to-make-a-or-b-equal-to-c,Minimum Flips to Make a OR b Equal to c,Medium,,Bit Manipulation
08/06/2023,https://leetcode.com/problems/count-negative-numbers-in-a-sorted-matrix/,1351,count-negative-numbers-in-a-sorted-matrix,Count Negative Numbers in a Sorted Matrix,Easy,,"Array, Binary Search, Matrix"
09/06/2023,https://leetcode.com/problems/find-smallest-letter-greater-than-target/,744,find-smallest-letter-greater-than-target,Find Smallest Letter Greater Than Target,Easy,,"Array, Binary Search"
10/06/2023,https://leetcode.com/problems/maximum-value-at-a-given-index-in-a-bounded-array/,1802,maximum-value-at-a-given-index-in-a-bounded-array,Maximum Value at a Given Index in a Bounded Array,Medium,,"Math, Binary Search, Greedy"
11/06/2023,https://leetcode.com/problems/snapshot-array/,1146,snapshot-array,Snapshot Array,Medium,,"Array, Hash Table, Binary Search, Design"
12/06/2023,https://leetcode.com/problems/summary-ranges/,228,summary-ranges,Summary Ranges,Easy,,Array
13/06/2023,https://leetcode.com/problems/equal-row-and-column-pairs/,2352,equal-row-and-column-pairs,Equal Row and Column Pairs,Medium,,"Array, Hash Table, Matrix, Simulation"
14/06/2023,https://leetcode.com/problems/minimum-absolute-difference-in-bst/,530,minimum-absolute-difference-in-bst,Minimum Absolute Difference in BST,Easy,,"Tree, Depth-First Search, Breadth-First Search, Binary Search Tree, Binary Tree"
15/06/2023,https://leetcode.com/problems/maximum-level-sum-of-a-binary-tree/,1161,maximum-level-sum-of-a-binary-tree,Maximum Level Sum of a Binary Tree,Medium,,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
16/06/2023,https://leetcode.com/problems/number-of-ways-to-reorder-array-to-get-same-bst/,1569,number-of-ways-to-reorder-array-to-get-same-bst,Number of Ways to Reorder Array to Get Same BST,Hard,,"Array, Math, Divide and Conquer, Dynamic Programming, Tree, Union Find, Binary Search Tree, Memoization, Combinatorics, Binary Tree"
17/06/2023,https://leetcode.com/problems/make-array-strictly-increasing/,1187,make-array-strictly-increasing,Make Array Strictly Increasing,Hard,,"Array, Binary Search, Dynamic Programming, Sorting"
18/06/2023,https://leetcode.com/problems/number-of-increasing-paths-in-a-grid/,2328,number-of-increasing-paths-in-a-grid,Number of Increasing Paths in a Grid,Hard,,"Array, Dynamic Programming, Depth-First Search, Breadth-First Search, Graph, Topological Sort, Memoization, Matrix"
19/06/2023,https://leetcode.com/problems/find-the-highest-altitude/,1732,find-the-highest-altitude,Find the Highest Altitude,Easy,,"Array, Prefix Sum"
20/06/2023,https://leetcode.com/problems/k-radius-subarray-averages/,2090,k-radius-subarray-averages,K Radius Subarray Averages,Medium,,"Array, Sliding Window"
21/06/2023,https://leetcode.com/problems/minimum-cost-to-make-array-equal/,2448,minimum-cost-to-make-array-equal,Minimum Cost to Make Array Equal,Hard,,"Array, Binary Search, Greedy, Sorting, Prefix Sum"
22/06/2023,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-transaction-fee/,714,best-time-to-buy-and-sell-stock-with-transaction-fee,Best Time to Buy and Sell Stock with Transaction Fee,Medium,,"Array, Dynamic Programming, Greedy"
23/06/2023,https://leetcode.com/problems/longest-arithmetic-subsequence/,1027,longest-arithmetic-subsequence,Longest Arithmetic Subsequence,Medium,,"Array, Hash Table, Binary Search, Dynamic Programming"
24/06/2023,https://leetcode.com/problems/tallest-billboard/,956,tallest-billboard,Tallest Billboard,Hard,,"Array, Dynamic Programming"
25/06/2023,https://leetcode.com/problems/count-all-possible-routes/,1575,count-all-possible-routes,Count All Possible Routes,Hard,,"Array, Dynamic Programming, Memoization"
26/06/2023,https://leetcode.com/problems/total-cost-to-hire-k-workers/,2462,total-cost-to-hire-k-workers,Total Cost to Hire K Workers,Medium,,"Array, Two Pointers, Heap (Priority Queue), Simulation"
27/06/2023,https://leetcode.com/problems/find-k-pairs-with-smallest-sums/,373,find-k-pairs-with-smallest-sums,Find K Pairs with Smallest Sums,Medium,,"Array, Heap (Priority Queue)"
28/06/2023,https://leetcode.com/problems/path-with-maximum-probability/,1514,path-with-maximum-probability,Path with Maximum Probability,Medium,,"Array, Graph, Heap (Priority Queue), Shortest Path"
29/06/2023,https://leetcode.com/problems/shortest-path-to-get-all-keys/,864,shortest-path-to-get-all-keys,Shortest Path to Get All Keys,Hard,,"Array, Bit Manipulation, Breadth-First Search, Matrix"
30/06/2023,https://leetcode.com/problems/last-day-where-you-can-still-cross/,1970,last-day-where-you-can-still-cross,Last Day Where You Can Still Cross,Hard,,"Array, Binary Search, Depth-First Search, Breadth-First Search, Union Find, Matrix"
01/07/2023,https://leetcode.com/problems/fair-distribution-of-cookies/,2305,fair-distribution-of-cookies,Fair Distribution of Cookies,Medium,,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask"
02/07/2023,https://leetcode.com/problems/maximum-number-of-achievable-transfer-requests/,1601,maximum-number-of-achievable-transfer-requests,Maximum Number of Achievable Transfer Requests,Hard,,"Array, Backtracking, Bit Manipulation, Enumeration"
03/07/2023,https://leetcode.com/problems/buddy-strings/,859,buddy-strings,Buddy Strings,Easy,,"Hash Table, String"
04/07/2023,https://leetcode.com/problems/single-number-ii/,137,single-number-ii,Single Number II,Medium,,"Array, Bit Manipulation"
05/07/2023,https://leetcode.com/problems/longest-subarray-of-1s-after-deleting-one-element/,1493,longest-subarray-of-1s-after-deleting-one-element,Longest Subarray of 1's After Deleting One Element,Medium,,"Array, Dynamic Programming, Sliding Window"
06/07/2023,https://leetcode.com/problems/minimum-size-subarray-sum/,209,minimum-size-subarray-sum,Minimum Size Subarray Sum,Medium,,"Array, Binary Search, Sliding Window, Prefix Sum"
07/07/2023,https://leetcode.com/problems/maximize-the-confusion-of-an-exam/,2024,maximize-the-confusion-of-an-exam,Maximize the Confusion of an Exam,Medium,,"String, Binary Search, Sliding Window, Prefix Sum"
08/07/2023,https://leetcode.com/problems/put-marbles-in-bags/,2551,put-marbles-in-bags,Put Marbles in Bags,Hard,,"Array, Greedy, Sorting, Heap (Priority Queue)"
09/07/2023,https://leetcode.com/problems/substring-with-largest-variance/,2272,substring-with-largest-variance,Substring With Largest Variance,Hard,,"Array, Dynamic Programming"
10/07/2023,https://leetcode.com/problems/minimum-depth-of-binary-tree/,111,minimum-depth-of-binary-tree,Minimum Depth of Binary Tree,Easy,,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
11/07/2023,https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree/,863,all-nodes-distance-k-in-binary-tree,All Nodes Distance K in Binary Tree,Medium,,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Binary Tree"
12/07/2023,https://leetcode.com/problems/find-eventual-safe-states/,802,find-eventual-safe-states,Find Eventual Safe States,Medium,,"Depth-First Search, Breadth-First Search, Graph, Topological Sort"
13/07/2023,https://leetcode.com/problems/course-schedule/,207,course-schedule,Course Schedule,Medium,,"Depth-First Search, Breadth-First Search, Graph, Topological Sort"
14/07/2023,https://leetcode.com/problems/longest-arithmetic-subsequence-of-given-difference/,1218,longest-arithmetic-subsequence-of-given-difference,Longest Arithmetic Subsequence of Given Difference,Medium,,"Array, Hash Table, Dynamic Programming"
15/07/2023,https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended-ii/,1751,maximum-number-of-events-that-can-be-attended-ii,Maximum Number of Events That Can Be Attended II,Hard,,"Array, Binary Search, Dynamic Programming, Sorting"
16/07/2023,https://leetcode.com/problems/smallest-sufficient-team/,1125,smallest-sufficient-team,Smallest Sufficient Team,Hard,,"Array, Dynamic Programming, Bit Manipulation, Bitmask"
17/07/2023,https://leetcode.com/problems/add-two-numbers-ii/,445,add-two-numbers-ii,Add Two Numbers II,Medium,,"Linked List, Math, Stack"
18/07/2023,https://leetcode.com/problems/lru-cache/,146,lru-cache,LRU Cache,Medium,,"Hash Table, Linked List, Design, Doubly-Linked List"
19/07/2023,https://leetcode.com/problems/non-overlapping-intervals/,435,non-overlapping-intervals,Non-overlapping Intervals,Medium,,"Array, Dynamic Programming, Greedy, Sorting"
20/07/2023,https://leetcode.com/problems/asteroid-collision/,735,asteroid-collision,Asteroid Collision,Medium,,"Array, Stack, Simulation"
21/07/2023,https://leetcode.com/problems/number-of-longest-increasing-subsequence/,673,number-of-longest-increasing-subsequence,Number of Longest Increasing Subsequence,Medium,,"Array, Dynamic Programming, Binary Indexed Tree, Segment Tree"
22/07/2023,https://leetcode.com/problems/knight-probability-in-chessboard/,688,knight-probability-in-chessboard,Knight Probability in Chessboard,Medium,,Dynamic Programming
23/07/2023,https://leetcode.com/problems/all-possible-full-binary-trees/,894,all-possible-full-binary-trees,All Possible Full Binary Trees,Medium,,"Dynamic Programming, Tree, Recursion, Memoization, Binary Tree"
24/07/2023,https://leetcode.com/problems/powx-n/,50,powx-n,"Pow(x, n)",Medium,,"Math, Recursion"
25/07/2023,https://leetcode.com/problems/peak-index-in-a-mountain-array/,852,peak-index-in-a-mountain-array,Peak Index in a Mountain Array,Medium,,"Array, Binary Search"
26/07/2023,https://leetcode.com/problems/minimum-speed-to-arrive-on-time/,1870,minimum-speed-to-arrive-on-time,Minimum Speed to Arrive on Time,Medium,,"Array, Binary Search"
27/07/2023,https://leetcode.com/problems/maximum-running-time-of-n-computers/,2141,maximum-running-time-of-n-computers,Maximum Running Time of N Computers,Hard,,"Array, Binary Search, Greedy, Sorting"
28/07/2023,https://leetcode.com/problems/predict-the-winner/,486,predict-the-winner,Predict the Winner,Medium,,"Array, Math, Dynamic Programming, Recursion, Game Theory"
29/07/2023,https://leetcode.com/problems/soup-servings/,808,soup-servings,Soup Servings,Medium,,"Math, Dynamic Programming, Probability and Statistics"
30/07/2023,https://leetcode.com/problems/strange-printer/,664,strange-printer,Strange Printer,Hard,,"String, Dynamic Programming"
31/07/2023,https://leetcode.com/problems/minimum-ascii-delete-sum-for-two-strings/,712,minimum-ascii-delete-sum-for-two-strings,Minimum ASCII Delete Sum for Two Strings,Medium,,"String, Dynamic Programming"
01/08/2023,https://leetcode.com/problems/combinations/,77,combinations,Combinations,Medium,,Backtracking
02/08/2023,https://leetcode.com/problems/permutations/,46,permutations,Permutations,Medium,,"Array, Backtracking"
03/08/2023,https://leetcode.com/problems/letter-combinations-of-a-phone-number/,17,letter-combinations-of-a-phone-number,Letter Combinations of a Phone Number,Medium,,"Hash Table, String, Backtracking"
04/08/2023,https://leetcode.com/problems/word-break/,139,word-break,Word Break,Medium,,"Array, Hash Table, String, Dynamic Programming, Trie, Memoization"
05/08/2023,https://leetcode.com/problems/unique-binary-search-trees-ii/,95,unique-binary-search-trees-ii,Unique Binary Search Trees II,Medium,,"Dynamic Programming, Backtracking, Tree, Binary Search Tree, Binary Tree"
06/08/2023,https://leetcode.com/problems/number-of-music-playlists/,920,number-of-music-playlists,Number of Music Playlists,Hard,,"Math, Dynamic Programming, Combinatorics"
07/08/2023,https://leetcode.com/problems/search-a-2d-matrix/,74,search-a-2d-matrix,Search a 2D Matrix,Medium,,"Array, Binary Search, Matrix"
08/08/2023,https://leetcode.com/problems/search-in-rotated-sorted-array/,33,search-in-rotated-sorted-array,Search in Rotated Sorted Array,Medium,,"Array, Binary Search"
09/08/2023,https://leetcode.com/problems/minimize-the-maximum-difference-of-pairs/,2616,minimize-the-maximum-difference-of-pairs,Minimize the Maximum Difference of Pairs,Medium,,"Array, Binary Search, Dynamic Programming, Greedy, Sorting"
10/08/2023,https://leetcode.com/problems/search-in-rotated-sorted-array-ii/,81,search-in-rotated-sorted-array-ii,Search in Rotated Sorted Array II,Medium,,"Array, Binary Search"
11/08/2023,https://leetcode.com/problems/coin-change-ii/,518,coin-change-ii,Coin Change II,Medium,,"Array, Dynamic Programming"
12/08/2023,https://leetcode.com/problems/unique-paths-ii/,63,unique-paths-ii,Unique Paths II,Medium,,"Array, Dynamic Programming, Matrix"
13/08/2023,https://leetcode.com/problems/check-if-there-is-a-valid-partition-for-the-array/,2369,check-if-there-is-a-valid-partition-for-the-array,Check if There is a Valid Partition For The Array,Medium,,"Array, Dynamic Programming"
14/08/2023,https://leetcode.com/problems/kth-largest-element-in-an-array/,215,kth-largest-element-in-an-array,Kth Largest Element in an Array,Medium,,"Array, Divide and Conquer, Sorting, Heap (Priority Queue), Quickselect"
15/08/2023,https://leetcode.com/problems/partition-list/,86,partition-list,Partition List,Medium,,"Linked List, Two Pointers"
16/08/2023,https://leetcode.com/problems/sliding-window-maximum/,239,sliding-window-maximum,Sliding Window Maximum,Hard,,"Array, Queue, Sliding Window, Heap (Priority Queue), Monotonic Queue"
17/08/2023,https://leetcode.com/problems/01-matrix/,542,01-matrix,01 Matrix,Medium,,"Array, Dynamic Programming, Breadth-First Search, Matrix"
18/08/2023,https://leetcode.com/problems/maximal-network-rank/,1615,maximal-network-rank,Maximal Network Rank,Medium,,Graph
19/08/2023,https://leetcode.com/problems/find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree/,1489,find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree,Find Critical and Pseudo-Critical Edges in Minimum Spanning Tree,Hard,,"Union Find, Graph, Sorting, Minimum Spanning Tree, Strongly Connected Component"
20/08/2023,https://leetcode.com/problems/sort-items-by-groups-respecting-dependencies/,1203,sort-items-by-groups-respecting-dependencies,Sort Items by Groups Respecting Dependencies,Hard,,"Depth-First Search, Breadth-First Search, Graph, Topological Sort"
21/08/2023,https://leetcode.com/problems/repeated-substring-pattern/,459,repeated-substring-pattern,Repeated Substring Pattern,Easy,,"String, String Matching"
22/08/2023,https://leetcode.com/problems/excel-sheet-column-title/,168,excel-sheet-column-title,Excel Sheet Column Title,Easy,,"Math, String"
23/08/2023,https://leetcode.com/problems/reorganize-string/,767,reorganize-string,Reorganize String,Medium,,"Hash Table, String, Greedy, Sorting, Heap (Priority Queue), Counting"
24/08/2023,https://leetcode.com/problems/text-justification/,68,text-justification,Text Justification,Hard,,"Array, String, Simulation"
25/08/2023,https://leetcode.com/problems/interleaving-string/,97,interleaving-string,Interleaving String,Medium,,"String, Dynamic Programming"
26/08/2023,https://leetcode.com/problems/maximum-length-of-pair-chain/,646,maximum-length-of-pair-chain,Maximum Length of Pair Chain,Medium,,"Array, Dynamic Programming, Greedy, Sorting"
27/08/2023,https://leetcode.com/problems/frog-jump/,403,frog-jump,Frog Jump,Hard,,"Array, Dynamic Programming"
28/08/2023,https://leetcode.com/problems/implement-stack-using-queues/,225,implement-stack-using-queues,Implement Stack using Queues,Easy,,"Stack, Design, Queue"
29/08/2023,https://leetcode.com/problems/minimum-penalty-for-a-shop/,2483,minimum-penalty-for-a-shop,Minimum Penalty for a Shop,Medium,,"String, Prefix Sum"
30/08/2023,https://leetcode.com/problems/minimum-replacements-to-sort-the-array/,2366,minimum-replacements-to-sort-the-array,Minimum Replacements to Sort the Array,Hard,,"Array, Math, Greedy"
31/08/2023,https://leetcode.com/problems/minimum-number-of-taps-to-open-to-water-a-garden/,1326,minimum-number-of-taps-to-open-to-water-a-garden,Minimum Number of Taps to Open to Water a Garden,Hard,,"Array, Dynamic Programming, Greedy"
01/09/2023,https://leetcode.com/problems/counting-bits/,338,counting-bits,Counting Bits,Easy,,"Dynamic Programming, Bit Manipulation"
02/09/2023,https://leetcode.com/problems/extra-characters-in-a-string/,2707,extra-characters-in-a-string,Extra Characters in a String,Medium,,"Array, Hash Table, String, Dynamic Programming, Trie"
03/09/2023,https://leetcode.com/problems/unique-paths/,62,unique-paths,Unique Paths,Medium,,"Math, Dynamic Programming, Combinatorics"
04/09/2023,https://leetcode.com/problems/linked-list-cycle/,141,linked-list-cycle,Linked List Cycle,Easy,,"Hash Table, Linked List, Two Pointers"
05/09/2023,https://leetcode.com/problems/copy-list-with-random-pointer/,138,copy-list-with-random-pointer,Copy List with Random Pointer,Medium,,"Hash Table, Linked List"
06/09/2023,https://leetcode.com/problems/split-linked-list-in-parts/,725,split-linked-list-in-parts,Split Linked List in Parts,Medium,,Linked List
07/09/2023,https://leetcode.com/problems/reverse-linked-list-ii/,92,reverse-linked-list-ii,Reverse Linked List II,Medium,,Linked List
08/09/2023,https://leetcode.com/problems/pascals-triangle/,118,pascals-triangle,Pascal's Triangle,Easy,,"Array, Dynamic Programming"
09/09/2023,https://leetcode.com/problems/combination-sum-iv/,377,combination-sum-iv,Combination Sum IV,Medium,,"Array, Dynamic Programming"
10/09/2023,https://leetcode.com/problems/count-all-valid-pickup-and-delivery-options/,1359,count-all-valid-pickup-and-delivery-options,Count All Valid Pickup and Delivery Options,Hard,,"Math, Dynamic Programming, Combinatorics"
11/09/2023,https://leetcode.com/problems/group-the-people-given-the-group-size-they-belong-to/,1282,group-the-people-given-the-group-size-they-belong-to,Group the People Given the Group Size They Belong To,Medium,,"Array, Hash Table, Greedy"
12/09/2023,https://leetcode.com/problems/minimum-deletions-to-make-character-frequencies-unique/,1647,minimum-deletions-to-make-character-frequencies-unique,Minimum Deletions to Make Character Frequencies Unique,Medium,,"Hash Table, String, Greedy, Sorting"
13/09/2023,https://leetcode.com/problems/candy/,135,candy,Candy,Hard,,"Array, Greedy"
14/09/2023,https://leetcode.com/problems/reconstruct-itinerary/,332,reconstruct-itinerary,Reconstruct Itinerary,Hard,,"Depth-First Search, Graph, Eulerian Circuit"
15/09/2023,https://leetcode.com/problems/min-cost-to-connect-all-points/,1584,min-cost-to-connect-all-points,Min Cost to Connect All Points,Medium,,"Array, Union Find, Graph, Minimum Spanning Tree"
16/09/2023,https://leetcode.com/problems/path-with-minimum-effort/,1631,path-with-minimum-effort,Path With Minimum Effort,Medium,,"Array, Binary Search, Depth-First Search, Breadth-First Search, Union Find, Heap (Priority Queue), Matrix"
17/09/2023,https://leetcode.com/problems/shortest-path-visiting-all-nodes/,847,shortest-path-visiting-all-nodes,Shortest Path Visiting All Nodes,Hard,,"Dynamic Programming, Bit Manipulation, Breadth-First Search, Graph, Bitmask"
18/09/2023,https://leetcode.com/problems/the-k-weakest-rows-in-a-matrix/,1337,the-k-weakest-rows-in-a-matrix,The K Weakest Rows in a Matrix,Easy,,"Array, Binary Search, Sorting, Heap (Priority Queue), Matrix"
19/09/2023,https://leetcode.com/problems/find-the-duplicate-number/,287,find-the-duplicate-number,Find the Duplicate Number,Medium,,"Array, Two Pointers, Binary Search, Bit Manipulation"
20/09/2023,https://leetcode.com/problems/minimum-operations-to-reduce-x-to-zero/,1658,minimum-operations-to-reduce-x-to-zero,Minimum Operations to Reduce X to Zero,Medium,,"Array, Hash Table, Binary Search, Sliding Window, Prefix Sum"
21/09/2023,https://leetcode.com/problems/median-of-two-sorted-arrays/,4,median-of-two-sorted-arrays,Median of Two Sorted Arrays,Hard,,"Array, Binary Search, Divide and Conquer"
22/09/2023,https://leetcode.com/problems/is-subsequence/,392,is-subsequence,Is Subsequence,Easy,,"Two Pointers, String, Dynamic Programming"
23/09/2023,https://leetcode.com/problems/longest-string-chain/,1048,longest-string-chain,Longest String Chain,Medium,,"Array, Hash Table, Two Pointers, String, Dynamic Programming, Sorting"
24/09/2023,https://leetcode.com/problems/champagne-tower/,799,champagne-tower,Champagne Tower,Medium,,Dynamic Programming
25/09/2023,https://leetcode.com/problems/find-the-difference/,389,find-the-difference,Find the Difference,Easy,,"Hash Table, String, Bit Manipulation, Sorting"
26/09/2023,https://leetcode.com/problems/remove-duplicate-letters/,316,remove-duplicate-letters,Remove Duplicate Letters,Medium,,"String, Stack, Greedy, Monotonic Stack"
27/09/2023,https://leetcode.com/problems/decoded-string-at-index/,880,decoded-string-at-index,Decoded String at Index,Medium,,"String, Stack"
28/09/2023,https://leetcode.com/problems/sort-array-by-parity/,905,sort-array-by-parity,Sort Array By Parity,Easy,,"Array, Two Pointers, Sorting"
29/09/2023,https://leetcode.com/problems/monotonic-array/,896,monotonic-array,Monotonic Array,Easy,,Array
30/09/2023,https://leetcode.com/problems/132-pattern/,456,132-pattern,132 Pattern,Medium,,"Array, Binary Search, Stack, Monotonic Stack, Ordered Set"
01/10/2023,https://leetcode.com/problems/reverse-words-in-a-string-iii/,557,reverse-words-in-a-string-iii,Reverse Words in a String III,Easy,,"Two Pointers, String"
02/10/2023,https://leetcode.com/problems/remove-colored-pieces-if-both-neighbors-are-the-same-color/,2038,remove-colored-pieces-if-both-neighbors-are-the-same-color,Remove Colored Pieces if Both Neighbors are the Same Color,Medium,,"Math, String, Greedy, Game Theory"
03/10/2023,https://leetcode.com/problems/number-of-good-pairs/,1512,number-of-good-pairs,Number of Good Pairs,Easy,,"Array, Hash Table, Math, Counting"
04/10/2023,https://leetcode.com/problems/design-hashmap/,706,design-hashmap,Design HashMap,Easy,,"Array, Hash Table, Linked List, Design, Hash Function"
05/10/2023,https://leetcode.com/problems/majority-element-ii/,229,majority-element-ii,Majority Element II,Medium,,"Array, Hash Table, Sorting, Counting"
06/10/2023,https://leetcode.com/problems/integer-break/,343,integer-break,Integer Break,Medium,,"Math, Dynamic Programming"
07/10/2023,https://leetcode.com/problems/build-array-where-you-can-find-the-maximum-exactly-k-comparisons/,1420,build-array-where-you-can-find-the-maximum-exactly-k-comparisons,Build Array Where You Can Find The Maximum Exactly K Comparisons,Hard,,"Dynamic Programming, Prefix Sum"
08/10/2023,https://leetcode.com/problems/max-dot-product-of-two-subsequences/,1458,max-dot-product-of-two-subsequences,Max Dot Product of Two Subsequences,Hard,,"Array, Dynamic Programming"
09/10/2023,https://leetcode.com/problems/find-first-and-last-position-of-element-in-sorted-array/,34,find-first-and-last-position-of-element-in-sorted-array,Find First and Last Position of Element in Sorted Array,Medium,,"Array, Binary Search"
10/10/2023,https://leetcode.com/problems/minimum-number-of-operations-to-make-array-continuous/,2009,minimum-number-of-operations-to-make-array-continuous,Minimum Number of Operations to Make Array Continuous,Hard,,"Array, Hash Table, Binary Search, Sliding Window"
11/10/2023,https://leetcode.com/problems/number-of-flowers-in-full-bloom/,2251,number-of-flowers-in-full-bloom,Number of Flowers in Full Bloom,Hard,,"Array, Hash Table, Binary Search, Sorting, Prefix Sum, Ordered Set"
12/10/2023,https://leetcode.com/problems/find-in-mountain-array/,1095,find-in-mountain-array,Find in Mountain Array,Hard,,"Array, Binary Search, Interactive"
13/10/2023,https://leetcode.com/problems/min-cost-climbing-stairs/,746,min-cost-climbing-stairs,Min Cost Climbing Stairs,Easy,,"Array, Dynamic Programming"
14/10/2023,https://leetcode.com/problems/painting-the-walls/,2742,painting-the-walls,Painting the Walls,Hard,,"Array, Dynamic Programming"
15/10/2023,https://leetcode.com/problems/number-of-ways-to-stay-in-the-same-place-after-some-steps/,1269,number-of-ways-to-stay-in-the-same-place-after-some-steps,Number of Ways to Stay in the Same Place After Some Steps,Hard,,Dynamic Programming
16/10/2023,https://leetcode.com/problems/pascals-triangle-ii/,119,pascals-triangle-ii,Pascal's Triangle II,Easy,,"Array, Dynamic Programming"
17/10/2023,https://leetcode.com/problems/validate-binary-tree-nodes/,1361,validate-binary-tree-nodes,Validate Binary Tree Nodes,Medium,,"Tree, Depth-First Search, Breadth-First Search, Union Find, Graph, Binary Tree"
18/10/2023,https://leetcode.com/problems/parallel-courses-iii/,2050,parallel-courses-iii,Parallel Courses III,Hard,,"Array, Dynamic Programming, Graph, Topological Sort"
19/10/2023,https://leetcode.com/problems/backspace-string-compare/,844,backspace-string-compare,Backspace String Compare,Easy,,"Two Pointers, String, Stack, Simulation"
20/10/2023,https://leetcode.com/problems/flatten-nested-list-iterator/,341,flatten-nested-list-iterator,Flatten Nested List Iterator,Medium,,"Stack, Tree, Depth-First Search, Design, Queue, Iterator"
